doj,srcid,destid,final_seatcount
2024-04-30,42,45,1860.0
2024-04-30,2,47,2520.0
2024-04-30,3,45,1408.0
2024-04-30,46,15,2728.0
2024-04-30,45,34,2740.0
2024-04-30,47,2,2200.0
2024-04-30,34,45,2225.0
2024-04-30,47,28,2120.0
2024-04-30,45,3,1824.0
2024-04-30,47,46,1935.0
2024-04-30,2,16,1900.0
2024-04-30,25,23,1984.0
2024-04-30,46,26,2040.0
2024-04-30,36,27,908.0
2024-04-30,16,2,1445.0
2024-04-30,23,13,1390.0
2024-04-30,2,31,3020.0
2024-04-30,26,46,2200.0
2024-04-30,31,2,1884.0
2024-04-30,15,46,1412.0
2024-04-30,30,14,2548.0
2024-04-30,2,19,3075.0
2024-04-30,28,47,1840.0
2024-04-30,47,3,1595.0
2024-04-30,45,5,2040.0
2024-04-30,36,37,141.0
2024-04-30,46,47,1745.0
2024-04-30,5,45,1415.0
2024-04-30,46,20,2405.0
2024-04-30,3,47,1080.0
2024-04-30,20,46,1420.0
2024-04-30,19,2,2210.0
2024-04-30,27,36,2460.0
2024-04-30,14,30,1765.0
2024-04-30,45,39,1516.0
2024-04-30,39,45,1180.0
2024-04-30,36,41,3928.0
2024-04-30,2,21,2500.0
2024-04-30,8,47,1320.0
2024-04-30,47,6,1535.0
2024-04-30,41,36,2908.0
2024-04-30,2,1,2000.0
2024-04-30,37,36,202.0
2024-04-30,47,30,2335.0
2024-04-30,47,8,1570.0
2024-04-30,22,36,1095.0
2024-04-30,6,47,855.0
2024-04-30,46,33,2000.0
2024-04-30,45,44,1680.0
2024-04-30,33,46,1140.0
2024-04-30,21,2,1210.0
2024-04-30,36,22,1030.0
2024-04-30,2,14,2240.0
2024-04-30,1,2,1380.0
2024-04-30,17,23,1275.0
2024-04-30,4,29,885.0
2024-04-30,2,24,2080.0
2024-04-30,44,45,1345.0
2024-04-30,47,10,1515.0
2024-04-30,38,36,1470.0
2024-04-30,19,30,1700.0
2024-05-01,45,46,4082.0
2024-05-01,46,45,5158.0
2024-05-01,45,47,3634.0
2024-05-01,47,45,4496.0
2024-05-01,46,9,5124.0
2024-05-01,9,46,5364.0
2024-05-01,46,48,4884.0
2024-05-01,48,46,5337.0
2024-05-01,45,9,2868.0
2024-05-01,9,45,4251.0
2024-05-01,47,5,3303.0
2024-05-01,5,47,2865.0
2024-05-01,46,44,2972.0
2024-05-01,46,35,2692.0
2024-05-01,45,28,2332.0
2024-05-01,35,46,3228.0
2024-05-01,44,46,2572.0
2024-05-01,2,40,2536.0
2024-05-01,11,36,2264.0
2024-05-01,19,32,2368.0
2024-05-01,36,11,1200.0
2024-05-01,28,45,2348.0
2024-05-01,2,30,2560.0
2024-05-01,40,2,2796.0
2024-05-01,30,2,2508.0
2024-05-01,32,19,1880.0
2024-05-01,12,36,1168.0
2024-05-01,47,43,2064.0
2024-05-01,13,23,1728.0
2024-05-01,36,7,1404.0
2024-05-01,43,47,2136.0
2024-05-01,7,36,1248.0
2024-05-01,36,12,1000.0
2024-05-01,46,18,2416.0
2024-05-01,18,46,2428.0
2024-05-01,45,48,1716.0
2024-05-01,45,42,1592.0
2024-05-01,23,25,2452.0
2024-05-01,48,45,2196.0
2024-05-01,42,45,2708.0
2024-05-01,2,47,2005.0
2024-05-01,3,45,2112.0
2024-05-01,46,15,1912.0
2024-05-01,45,34,1445.0
2024-05-01,47,2,1830.0
2024-05-01,34,45,2660.0
2024-05-01,47,28,1915.0
2024-05-01,45,3,1232.0
2024-05-01,47,46,1800.0
2024-05-01,2,16,1695.0
2024-05-01,25,23,2480.0
2024-05-01,46,26,2210.0
2024-05-01,36,27,848.0
2024-05-01,16,2,1990.0
2024-05-01,23,13,1570.0
2024-05-01,2,31,2188.0
2024-05-01,26,46,1995.0
2024-05-01,31,2,1860.0
2024-05-01,15,46,2008.0
2024-05-01,30,14,1552.0
2024-05-01,2,19,2150.0
2024-05-01,28,47,1780.0
2024-05-01,47,3,1360.0
2024-05-01,45,5,1250.0
2024-05-01,36,37,54.0
2024-05-01,46,47,1570.0
2024-05-01,5,45,2130.0
2024-05-01,46,20,1805.0
2024-05-01,3,47,1570.0
2024-05-01,20,46,1745.0
2024-05-01,19,2,2050.0
2024-05-01,27,36,2030.0
2024-05-01,14,30,2710.0
2024-05-01,45,39,1284.0
2024-05-01,39,45,1280.0
2024-05-01,36,41,4144.0
2024-05-01,2,21,1975.0
2024-05-01,8,47,1650.0
2024-05-01,47,6,1335.0
2024-05-01,41,36,2240.0
2024-05-01,2,1,1500.0
2024-05-01,37,36,220.0
2024-05-01,47,30,2270.0
2024-05-01,47,8,1345.0
2024-05-01,22,36,1135.0
2024-05-01,6,47,1360.0
2024-05-01,46,33,1645.0
2024-05-01,45,44,1270.0
2024-05-01,33,46,1630.0
2024-05-01,21,2,1820.0
2024-05-01,36,22,1105.0
2024-05-01,2,14,1870.0
2024-05-01,1,2,1765.0
2024-05-01,17,23,1280.0
2024-05-01,4,29,945.0
2024-05-01,2,24,1010.0
2024-05-01,44,45,1615.0
2024-05-01,47,10,1405.0
2024-05-01,38,36,1365.0
2024-05-01,19,30,2000.0
2024-05-02,45,46,3758.0
2024-05-02,46,45,4086.0
2024-05-02,45,47,3444.0
2024-05-02,47,45,3778.0
2024-05-02,46,9,6357.0
2024-05-02,9,46,4047.0
2024-05-02,46,48,5694.0
2024-05-02,48,46,3810.0
2024-05-02,45,9,3399.0
2024-05-02,9,45,2619.0
2024-05-02,47,5,2655.0
2024-05-02,5,47,2493.0
2024-05-02,46,44,3468.0
2024-05-02,46,35,3016.0
2024-05-02,45,28,1980.0
2024-05-02,35,46,2272.0
2024-05-02,44,46,1860.0
2024-05-02,2,40,1852.0
2024-05-02,11,36,1996.0
2024-05-02,19,32,2380.0
2024-05-02,36,11,1304.0
2024-05-02,28,45,1740.0
2024-05-02,2,30,1964.0
2024-05-02,40,2,1980.0
2024-05-02,30,2,1684.0
2024-05-02,32,19,2000.0
2024-05-02,12,36,1044.0
2024-05-02,47,43,2360.0
2024-05-02,13,23,1568.0
2024-05-02,36,7,1648.0
2024-05-02,43,47,1612.0
2024-05-02,7,36,1160.0
2024-05-02,36,12,1120.0
2024-05-02,46,18,2484.0
2024-05-02,18,46,1828.0
2024-05-02,45,48,2064.0
2024-05-02,45,42,1844.0
2024-05-02,23,25,1868.0
2024-05-02,48,45,1856.0
2024-05-02,42,45,2040.0
2024-05-02,2,47,1780.0
2024-05-02,3,45,1272.0
2024-05-02,46,15,2228.0
2024-05-02,45,34,2140.0
2024-05-02,47,2,1580.0
2024-05-02,34,45,1620.0
2024-05-02,47,28,1665.0
2024-05-02,45,3,1448.0
2024-05-02,47,46,1645.0
2024-05-02,2,16,1415.0
2024-05-02,25,23,1284.0
2024-05-02,46,26,2455.0
2024-05-02,36,27,768.0
2024-05-02,16,2,1530.0
2024-05-02,23,13,1135.0
2024-05-02,2,31,1812.0
2024-05-02,26,46,1755.0
2024-05-02,31,2,1560.0
2024-05-02,15,46,1180.0
2024-05-02,30,14,1840.0
2024-05-02,2,19,1910.0
2024-05-02,28,47,1845.0
2024-05-02,47,3,1595.0
2024-05-02,45,5,1445.0
2024-05-02,36,37,120.0
2024-05-02,46,47,1505.0
2024-05-02,5,45,1745.0
2024-05-02,46,20,1950.0
2024-05-02,3,47,1170.0
2024-05-02,20,46,1680.0
2024-05-02,19,2,1595.0
2024-05-02,27,36,1870.0
2024-05-02,14,30,2025.0
2024-05-02,45,39,1476.0
2024-05-02,39,45,1268.0
2024-05-02,36,41,3680.0
2024-05-02,2,21,1450.0
2024-05-02,8,47,1165.0
2024-05-02,47,6,1495.0
2024-05-02,41,36,2296.0
2024-05-02,2,1,1245.0
2024-05-02,37,36,192.0
2024-05-02,47,30,1850.0
2024-05-02,47,8,1325.0
2024-05-02,22,36,910.0
2024-05-02,6,47,1040.0
2024-05-02,46,33,1855.0
2024-05-02,45,44,1540.0
2024-05-02,33,46,1010.0
2024-05-02,21,2,1950.0
2024-05-02,36,22,1045.0
2024-05-02,2,14,1280.0
2024-05-02,1,2,1580.0
2024-05-02,17,23,1090.0
2024-05-02,4,29,925.0
2024-05-02,2,24,1225.0
2024-05-02,44,45,1160.0
2024-05-02,47,10,1330.0
2024-05-02,38,36,1065.0
2024-05-02,19,30,1630.0
2024-05-03,45,46,5008.0
2024-05-03,46,45,4650.0
2024-05-03,45,47,4800.0
2024-05-03,47,45,4210.0
2024-05-03,46,9,7737.0
2024-05-03,9,46,4863.0
2024-05-03,46,48,6249.0
2024-05-03,48,46,3843.0
2024-05-03,45,9,4374.0
2024-05-03,9,45,3192.0
2024-05-03,47,5,3324.0
2024-05-03,5,47,2358.0
2024-05-03,46,44,4356.0
2024-05-03,46,35,4560.0
2024-05-03,45,28,3552.0
2024-05-03,35,46,2140.0
2024-05-03,44,46,2320.0
2024-05-03,2,40,2936.0
2024-05-03,11,36,2316.0
2024-05-03,19,32,2988.0
2024-05-03,36,11,2208.0
2024-05-03,28,45,1652.0
2024-05-03,2,30,2472.0
2024-05-03,40,2,2060.0
2024-05-03,30,2,2164.0
2024-05-03,32,19,2196.0
2024-05-03,12,36,1668.0
2024-05-03,47,43,2772.0
2024-05-03,13,23,1704.0
2024-05-03,36,7,1936.0
2024-05-03,43,47,1980.0
2024-05-03,7,36,1296.0
2024-05-03,36,12,1652.0
2024-05-03,46,18,2824.0
2024-05-03,18,46,1936.0
2024-05-03,45,48,2352.0
2024-05-03,45,42,2248.0
2024-05-03,23,25,2324.0
2024-05-03,48,45,1948.0
2024-05-03,42,45,1804.0
2024-05-03,2,47,2475.0
2024-05-03,3,45,1100.0
2024-05-03,46,15,2708.0
2024-05-03,45,34,3400.0
2024-05-03,47,2,1795.0
2024-05-03,34,45,1940.0
2024-05-03,47,28,2585.0
2024-05-03,45,3,1444.0
2024-05-03,47,46,2025.0
2024-05-03,2,16,1740.0
2024-05-03,25,23,1444.0
2024-05-03,46,26,2165.0
2024-05-03,36,27,1116.0
2024-05-03,16,2,1230.0
2024-05-03,23,13,1710.0
2024-05-03,2,31,2852.0
2024-05-03,26,46,2090.0
2024-05-03,31,2,1868.0
2024-05-03,15,46,1308.0
2024-05-03,30,14,2516.0
2024-05-03,2,19,2860.0
2024-05-03,28,47,1390.0
2024-05-03,47,3,1760.0
2024-05-03,45,5,1810.0
2024-05-03,36,37,120.0
2024-05-03,46,47,1590.0
2024-05-03,5,45,1335.0
2024-05-03,46,20,2435.0
2024-05-03,3,47,1110.0
2024-05-03,20,46,2060.0
2024-05-03,19,2,1960.0
2024-05-03,27,36,2110.0
2024-05-03,14,30,1690.0
2024-05-03,45,39,1756.0
2024-05-03,39,45,1420.0
2024-05-03,36,41,4072.0
2024-05-03,2,21,2360.0
2024-05-03,8,47,1275.0
2024-05-03,47,6,1390.0
2024-05-03,41,36,2608.0
2024-05-03,2,1,1755.0
2024-05-03,37,36,202.0
2024-05-03,47,30,2005.0
2024-05-03,47,8,1880.0
2024-05-03,22,36,1670.0
2024-05-03,6,47,935.0
2024-05-03,46,33,2410.0
2024-05-03,45,44,1725.0
2024-05-03,33,46,1115.0
2024-05-03,21,2,1470.0
2024-05-03,36,22,1275.0
2024-05-03,2,14,2135.0
2024-05-03,1,2,1600.0
2024-05-03,17,23,1010.0
2024-05-03,4,29,1115.0
2024-05-03,2,24,1500.0
2024-05-03,44,45,1550.0
2024-05-03,47,10,1370.0
2024-05-03,38,36,1280.0
2024-05-03,19,30,1345.0
2024-05-04,45,46,4090.0
2024-05-04,46,45,4140.0
2024-05-04,45,47,3720.0
2024-05-04,47,45,4330.0
2024-05-04,46,9,6045.0
2024-05-04,9,46,5430.0
2024-05-04,46,48,6267.0
2024-05-04,48,46,4179.0
2024-05-04,45,9,3030.0
2024-05-04,9,45,3291.0
2024-05-04,47,5,3831.0
2024-05-04,5,47,2430.0
2024-05-04,46,44,3796.0
2024-05-04,46,35,3912.0
2024-05-04,45,28,2380.0
2024-05-04,35,46,2676.0
2024-05-04,44,46,2612.0
2024-05-04,2,40,2648.0
2024-05-04,11,36,2256.0
2024-05-04,19,32,3632.0
2024-05-04,36,11,1532.0
2024-05-04,28,45,1616.0
2024-05-04,2,30,3020.0
2024-05-04,40,2,2988.0
2024-05-04,30,2,2732.0
2024-05-04,32,19,2468.0
2024-05-04,12,36,2084.0
2024-05-04,47,43,2492.0
2024-05-04,13,23,1872.0
2024-05-04,36,7,1928.0
2024-05-04,43,47,2132.0
2024-05-04,7,36,1804.0
2024-05-04,36,12,1500.0
2024-05-04,46,18,2792.0
2024-05-04,18,46,2120.0
2024-05-04,45,48,2432.0
2024-05-04,45,42,1796.0
2024-05-04,23,25,2320.0
2024-05-04,48,45,2216.0
2024-05-04,42,45,1888.0
2024-05-04,2,47,2190.0
2024-05-04,3,45,1292.0
2024-05-04,46,15,2504.0
2024-05-04,45,34,2440.0
2024-05-04,47,2,1310.0
2024-05-04,34,45,2330.0
2024-05-04,47,28,2270.0
2024-05-04,45,3,1432.0
2024-05-04,47,46,1715.0
2024-05-04,2,16,1410.0
2024-05-04,25,23,2484.0
2024-05-04,46,26,2070.0
2024-05-04,36,27,1124.0
2024-05-04,16,2,1390.0
2024-05-04,23,13,1610.0
2024-05-04,2,31,2180.0
2024-05-04,26,46,2375.0
2024-05-04,31,2,2448.0
2024-05-04,15,46,1736.0
2024-05-04,30,14,2116.0
2024-05-04,2,19,2620.0
2024-05-04,28,47,1925.0
2024-05-04,47,3,1665.0
2024-05-04,45,5,1805.0
2024-05-04,36,37,177.0
2024-05-04,46,47,1600.0
2024-05-04,5,45,1555.0
2024-05-04,46,20,2050.0
2024-05-04,3,47,1345.0
2024-05-04,20,46,1690.0
2024-05-04,19,2,2680.0
2024-05-04,27,36,2160.0
2024-05-04,14,30,2085.0
2024-05-04,45,39,1440.0
2024-05-04,39,45,1196.0
2024-05-04,36,41,3140.0
2024-05-04,2,21,2490.0
2024-05-04,8,47,1385.0
2024-05-04,47,6,1615.0
2024-05-04,41,36,4544.0
2024-05-04,2,1,1555.0
2024-05-04,37,36,144.0
2024-05-04,47,30,2440.0
2024-05-04,47,8,1485.0
2024-05-04,22,36,1320.0
2024-05-04,6,47,1060.0
2024-05-04,46,33,1900.0
2024-05-04,45,44,1415.0
2024-05-04,33,46,1335.0
2024-05-04,21,2,1165.0
2024-05-04,36,22,1125.0
2024-05-04,2,14,2480.0
2024-05-04,1,2,1445.0
2024-05-04,17,23,1250.0
2024-05-04,4,29,1625.0
2024-05-04,2,24,1245.0
2024-05-04,44,45,1425.0
2024-05-04,47,10,1615.0
2024-05-04,38,36,1145.0
2024-05-04,19,30,1855.0
2024-05-05,45,46,6212.0
2024-05-05,46,45,6132.0
2024-05-05,45,47,4850.0
2024-05-05,47,45,5416.0
2024-05-05,46,9,6420.0
2024-05-05,9,46,7938.0
2024-05-05,46,48,5739.0
2024-05-05,48,46,7419.0
2024-05-05,45,9,3648.0
2024-05-05,9,45,5511.0
2024-05-05,47,5,3948.0
2024-05-05,5,47,3420.0
2024-05-05,46,44,3280.0
2024-05-05,46,35,2852.0
2024-05-05,45,28,1896.0
2024-05-05,35,46,5608.0
2024-05-05,44,46,5360.0
2024-05-05,2,40,2292.0
2024-05-05,11,36,2460.0
2024-05-05,19,32,3344.0
2024-05-05,36,11,1492.0
2024-05-05,28,45,2740.0
2024-05-05,2,30,3972.0
2024-05-05,40,2,3648.0
2024-05-05,30,2,3004.0
2024-05-05,32,19,2844.0
2024-05-05,12,36,2620.0
2024-05-05,47,43,2872.0
2024-05-05,13,23,2388.0
2024-05-05,36,7,1892.0
2024-05-05,43,47,1940.0
2024-05-05,7,36,2132.0
2024-05-05,36,12,1520.0
2024-05-05,46,18,2408.0
2024-05-05,18,46,3208.0
2024-05-05,45,48,2048.0
2024-05-05,45,42,1804.0
2024-05-05,23,25,1732.0
2024-05-05,48,45,2896.0
2024-05-05,42,45,3276.0
2024-05-05,2,47,2845.0
2024-05-05,3,45,1964.0
2024-05-05,46,15,2064.0
2024-05-05,45,34,1925.0
2024-05-05,47,2,2190.0
2024-05-05,34,45,4155.0
2024-05-05,47,28,1960.0
2024-05-05,45,3,1276.0
2024-05-05,47,46,2645.0
2024-05-05,2,16,1340.0
2024-05-05,25,23,3344.0
2024-05-05,46,26,2450.0
2024-05-05,36,27,920.0
2024-05-05,16,2,2390.0
2024-05-05,23,13,1605.0
2024-05-05,2,31,1928.0
2024-05-05,26,46,2465.0
2024-05-05,31,2,2780.0
2024-05-05,15,46,2748.0
2024-05-05,30,14,1568.0
2024-05-05,2,19,2170.0
2024-05-05,28,47,2430.0
2024-05-05,47,3,1640.0
2024-05-05,45,5,1320.0
2024-05-05,36,37,141.0
2024-05-05,46,47,1910.0
2024-05-05,5,45,2095.0
2024-05-05,46,20,1870.0
2024-05-05,3,47,1495.0
2024-05-05,20,46,2200.0
2024-05-05,19,2,2920.0
2024-05-05,27,36,2015.0
2024-05-05,14,30,2550.0
2024-05-05,45,39,1312.0
2024-05-05,39,45,2368.0
2024-05-05,36,41,3072.0
2024-05-05,2,21,1685.0
2024-05-05,8,47,1970.0
2024-05-05,47,6,1235.0
2024-05-05,41,36,3704.0
2024-05-05,2,1,1590.0
2024-05-05,37,36,178.0
2024-05-05,47,30,2300.0
2024-05-05,47,8,1580.0
2024-05-05,22,36,1895.0
2024-05-05,6,47,1400.0
2024-05-05,46,33,1765.0
2024-05-05,45,44,1660.0
2024-05-05,33,46,3545.0
2024-05-05,21,2,2040.0
2024-05-05,36,22,1430.0
2024-05-05,2,14,1850.0
2024-05-05,1,2,1785.0
2024-05-05,17,23,1150.0
2024-05-05,4,29,1390.0
2024-05-05,2,24,1140.0
2024-05-05,44,45,2145.0
2024-05-05,47,10,1500.0
2024-05-05,38,36,1755.0
2024-05-05,19,30,2375.0
2024-05-06,45,46,4310.0
2024-05-06,46,45,4680.0
2024-05-06,45,47,3362.0
2024-05-06,47,45,4154.0
2024-05-06,46,9,4926.0
2024-05-06,9,46,6096.0
2024-05-06,46,48,4977.0
2024-05-06,48,46,5478.0
2024-05-06,45,9,2658.0
2024-05-06,9,45,4371.0
2024-05-06,47,5,2853.0
2024-05-06,5,47,2262.0
2024-05-06,46,44,2904.0
2024-05-06,46,35,2504.0
2024-05-06,45,28,1560.0
2024-05-06,35,46,3492.0
2024-05-06,44,46,2936.0
2024-05-06,2,40,2140.0
2024-05-06,11,36,2308.0
2024-05-06,19,32,3020.0
2024-05-06,36,11,1344.0
2024-05-06,28,45,2204.0
2024-05-06,2,30,2348.0
2024-05-06,40,2,2636.0
2024-05-06,30,2,1952.0
2024-05-06,32,19,2368.0
2024-05-06,12,36,2076.0
2024-05-06,47,43,2192.0
2024-05-06,13,23,2268.0
2024-05-06,36,7,1512.0
2024-05-06,43,47,1400.0
2024-05-06,7,36,1784.0
2024-05-06,36,12,1076.0
2024-05-06,46,18,2676.0
2024-05-06,18,46,2064.0
2024-05-06,45,48,1484.0
2024-05-06,45,42,1352.0
2024-05-06,23,25,1824.0
2024-05-06,48,45,2548.0
2024-05-06,42,45,2172.0
2024-05-06,2,47,2360.0
2024-05-06,3,45,1560.0
2024-05-06,46,15,2024.0
2024-05-06,45,34,1785.0
2024-05-06,47,2,1585.0
2024-05-06,34,45,2665.0
2024-05-06,47,28,2375.0
2024-05-06,45,3,1224.0
2024-05-06,47,46,1930.0
2024-05-06,2,16,1160.0
2024-05-06,25,23,1748.0
2024-05-06,46,26,2100.0
2024-05-06,36,27,980.0
2024-05-06,16,2,1410.0
2024-05-06,23,13,1420.0
2024-05-06,2,31,1872.0
2024-05-06,26,46,2020.0
2024-05-06,31,2,1508.0
2024-05-06,15,46,2104.0
2024-05-06,30,14,2240.0
2024-05-06,2,19,1700.0
2024-05-06,28,47,1565.0
2024-05-06,47,3,1460.0
2024-05-06,45,5,1505.0
2024-05-06,36,37,141.0
2024-05-06,46,47,1425.0
2024-05-06,5,45,1420.0
2024-05-06,46,20,2200.0
2024-05-06,3,47,1040.0
2024-05-06,20,46,1850.0
2024-05-06,19,2,1670.0
2024-05-06,27,36,1835.0
2024-05-06,14,30,1565.0
2024-05-06,45,39,1152.0
2024-05-06,39,45,1756.0
2024-05-06,36,41,2416.0
2024-05-06,2,21,2425.0
2024-05-06,8,47,1060.0
2024-05-06,47,6,1430.0
2024-05-06,41,36,3208.0
2024-05-06,2,1,1665.0
2024-05-06,37,36,142.0
2024-05-06,47,30,1745.0
2024-05-06,47,8,1490.0
2024-05-06,22,36,1330.0
2024-05-06,6,47,815.0
2024-05-06,46,33,1390.0
2024-05-06,45,44,1140.0
2024-05-06,33,46,1650.0
2024-05-06,21,2,1305.0
2024-05-06,36,22,1080.0
2024-05-06,2,14,2490.0
2024-05-06,1,2,1515.0
2024-05-06,17,23,1275.0
2024-05-06,4,29,1795.0
2024-05-06,2,24,1175.0
2024-05-06,44,45,1435.0
2024-05-06,47,10,1255.0
2024-05-06,38,36,1290.0
2024-05-06,19,30,1935.0
2024-05-07,45,46,3128.0
2024-05-07,46,45,3910.0
2024-05-07,45,47,3154.0
2024-05-07,47,45,3168.0
2024-05-07,46,9,4266.0
2024-05-07,9,46,4941.0
2024-05-07,46,48,4749.0
2024-05-07,48,46,4407.0
2024-05-07,45,9,2577.0
2024-05-07,9,45,3192.0
2024-05-07,47,5,2580.0
2024-05-07,5,47,1395.0
2024-05-07,46,44,2444.0
2024-05-07,46,35,2276.0
2024-05-07,45,28,1568.0
2024-05-07,35,46,2504.0
2024-05-07,44,46,2112.0
2024-05-07,2,40,2260.0
2024-05-07,11,36,1884.0
2024-05-07,19,32,2144.0
2024-05-07,36,11,1308.0
2024-05-07,28,45,1328.0
2024-05-07,2,30,1600.0
2024-05-07,40,2,2248.0
2024-05-07,30,2,1596.0
2024-05-07,32,19,1892.0
2024-05-07,12,36,1420.0
2024-05-07,47,43,2664.0
2024-05-07,13,23,1240.0
2024-05-07,36,7,1812.0
2024-05-07,43,47,944.0
2024-05-07,7,36,1468.0
2024-05-07,36,12,940.0
2024-05-07,46,18,1984.0
2024-05-07,18,46,2356.0
2024-05-07,45,48,1576.0
2024-05-07,45,42,1224.0
2024-05-07,23,25,2236.0
2024-05-07,48,45,1736.0
2024-05-07,42,45,1260.0
2024-05-07,2,47,1975.0
2024-05-07,3,45,800.0
2024-05-07,46,15,1892.0
2024-05-07,45,34,1500.0
2024-05-07,47,2,1460.0
2024-05-07,34,45,1995.0
2024-05-07,47,28,1655.0
2024-05-07,45,3,2012.0
2024-05-07,47,46,1700.0
2024-05-07,2,16,1055.0
2024-05-07,25,23,1788.0
2024-05-07,46,26,1705.0
2024-05-07,36,27,1036.0
2024-05-07,16,2,1370.0
2024-05-07,23,13,1140.0
2024-05-07,2,31,1956.0
2024-05-07,26,46,1620.0
2024-05-07,31,2,1960.0
2024-05-07,15,46,1684.0
2024-05-07,30,14,1160.0
2024-05-07,2,19,2030.0
2024-05-07,28,47,2065.0
2024-05-07,47,3,1545.0
2024-05-07,45,5,2080.0
2024-05-07,36,37,129.0
2024-05-07,46,47,1360.0
2024-05-07,5,45,1075.0
2024-05-07,46,20,1700.0
2024-05-07,3,47,700.0
2024-05-07,20,46,1675.0
2024-05-07,19,2,1490.0
2024-05-07,27,36,1485.0
2024-05-07,14,30,3225.0
2024-05-07,45,39,980.0
2024-05-07,39,45,1404.0
2024-05-07,36,41,2796.0
2024-05-07,2,21,1080.0
2024-05-07,8,47,835.0
2024-05-07,47,6,1585.0
2024-05-07,41,36,2608.0
2024-05-07,2,1,1595.0
2024-05-07,37,36,142.0
2024-05-07,47,30,1505.0
2024-05-07,47,8,1285.0
2024-05-07,22,36,1015.0
2024-05-07,6,47,550.0
2024-05-07,46,33,980.0
2024-05-07,45,44,1095.0
2024-05-07,33,46,1220.0
2024-05-07,21,2,2325.0
2024-05-07,36,22,840.0
2024-05-07,2,14,1345.0
2024-05-07,1,2,1390.0
2024-05-07,17,23,1040.0
2024-05-07,4,29,845.0
2024-05-07,2,24,1115.0
2024-05-07,44,45,1350.0
2024-05-07,47,10,1205.0
2024-05-07,38,36,1065.0
2024-05-07,19,30,1425.0
2024-05-08,45,46,3620.0
2024-05-08,46,45,4176.0
2024-05-08,45,47,3618.0
2024-05-08,47,45,3376.0
2024-05-08,46,9,5247.0
2024-05-08,9,46,4311.0
2024-05-08,46,48,5658.0
2024-05-08,48,46,3663.0
2024-05-08,45,9,3510.0
2024-05-08,9,45,2862.0
2024-05-08,47,5,4647.0
2024-05-08,5,47,1509.0
2024-05-08,46,44,2656.0
2024-05-08,46,35,2672.0
2024-05-08,45,28,2480.0
2024-05-08,35,46,2044.0
2024-05-08,44,46,1808.0
2024-05-08,2,40,3240.0
2024-05-08,11,36,1668.0
2024-05-08,19,32,2976.0
2024-05-08,36,11,1516.0
2024-05-08,28,45,1168.0
2024-05-08,2,30,1608.0
2024-05-08,40,2,2084.0
2024-05-08,30,2,1328.0
2024-05-08,32,19,2504.0
2024-05-08,12,36,1348.0
2024-05-08,47,43,3632.0
2024-05-08,13,23,1616.0
2024-05-08,36,7,1748.0
2024-05-08,43,47,956.0
2024-05-08,7,36,1524.0
2024-05-08,36,12,976.0
2024-05-08,46,18,2716.0
2024-05-08,18,46,1980.0
2024-05-08,45,48,2192.0
2024-05-08,45,42,1556.0
2024-05-08,23,25,2244.0
2024-05-08,48,45,1828.0
2024-05-08,42,45,1516.0
2024-05-08,2,47,2155.0
2024-05-08,3,45,856.0
2024-05-08,46,15,2284.0
2024-05-08,45,34,2115.0
2024-05-08,47,2,1450.0
2024-05-08,34,45,1495.0
2024-05-08,47,28,2395.0
2024-05-08,45,3,2764.0
2024-05-08,47,46,1445.0
2024-05-08,2,16,1830.0
2024-05-08,25,23,1780.0
2024-05-08,46,26,1750.0
2024-05-08,36,27,928.0
2024-05-08,16,2,1035.0
2024-05-08,23,13,1235.0
2024-05-08,2,31,2424.0
2024-05-08,26,46,1825.0
2024-05-08,31,2,1736.0
2024-05-08,15,46,1672.0
2024-05-08,30,14,1500.0
2024-05-08,2,19,2360.0
2024-05-08,28,47,1405.0
2024-05-08,47,3,2590.0
2024-05-08,45,5,2845.0
2024-05-08,36,37,138.0
2024-05-08,46,47,1170.0
2024-05-08,5,45,910.0
2024-05-08,46,20,1785.0
2024-05-08,3,47,505.0
2024-05-08,20,46,1775.0
2024-05-08,19,2,1490.0
2024-05-08,27,36,1995.0
2024-05-08,14,30,2090.0
2024-05-08,45,39,1316.0
2024-05-08,39,45,1028.0
2024-05-08,36,41,2956.0
2024-05-08,2,21,1225.0
2024-05-08,8,47,735.0
2024-05-08,47,6,2650.0
2024-05-08,41,36,2540.0
2024-05-08,2,1,1905.0
2024-05-08,37,36,90.0
2024-05-08,47,30,1845.0
2024-05-08,47,8,1940.0
2024-05-08,22,36,1095.0
2024-05-08,6,47,675.0
2024-05-08,46,33,1040.0
2024-05-08,45,44,1455.0
2024-05-08,33,46,1010.0
2024-05-08,21,2,1705.0
2024-05-08,36,22,1100.0
2024-05-08,2,14,1205.0
2024-05-08,1,2,1210.0
2024-05-08,17,23,1295.0
2024-05-08,4,29,1005.0
2024-05-08,2,24,1385.0
2024-05-08,44,45,1410.0
2024-05-08,47,10,1755.0
2024-05-08,38,36,875.0
2024-05-08,19,30,1380.0
2024-05-09,45,46,5100.0
2024-05-09,46,45,4184.0
2024-05-09,45,47,5072.0
2024-05-09,47,45,4460.0
2024-05-09,46,9,6798.0
2024-05-09,9,46,4134.0
2024-05-09,46,48,6120.0
2024-05-09,48,46,3390.0
2024-05-09,45,9,4359.0
2024-05-09,9,45,2448.0
2024-05-09,47,5,7740.0
2024-05-09,5,47,1680.0
2024-05-09,46,44,3240.0
2024-05-09,46,35,3468.0
2024-05-09,45,28,3708.0
2024-05-09,35,46,1872.0
